@relation caracteristicas

@attribute laranja_roupa_lisa real
@attribute amarelo_cabelo_lisa real
@attribute laranja_sapato_lisa real
@attribute marrom_cabelo_ned real
@attribute verde_sueter_ned real
@attribute rosa_camisa_ned real
@attribute classe {Lisa, Ned}

@data
4.84293901384083,1.808499134948097,3.9589641003460208,11.163224480968859,0.8096345155709342,0.001351643598615917,Lisa
11.936559227748692,1.8099640052356023,5.6436109293193715,2.9777486910994764,0.8252208769633509,0.09612238219895289,Lisa
6.1548737046632125,0.22263601036269431,4.428432642487047,1.0069219559585492,0.3319300518134715,0.01011981865284974,Lisa
0.15134162303664922,4.0064626963350785,0.15134162303664922,0.7004662958115183,1.6852094240837694,0.0010225785340314136,Lisa
2.4545847750865053,0.23924091695501729,2.4545847750865053,0.18787846020761245,0.6568987889273357,28.65484429065744,Lisa
8.167613636363637,0.06829108391608392,1.511964597902098,0.6255463286713286,0.1201923076923077,0.2007757867132867,Lisa
2.399991819371728,0.0,1.7639479712041883,0.4785667539267016,0.7792048429319371,0.002045157068062827,Lisa
19.24186027486911,0.993946335078534,19.24186027486911,3.3939381544502623,0.005112892670157068,0.023519306282722512,Lisa
12.218790903141361,0.0,12.218790903141361,3.2323707460732987,0.27405104712041883,0.1973576570680628,Lisa
1.0018620466321242,0.0,1.0018620466321242,2.4024449481865284,2.5056670984455955,0.0,Lisa
0.32824770942408377,0.0,0.32824770942408377,0.1349803664921466,0.8252208769633509,0.0010225785340314136,Lisa
8.35665942513369,0.0,6.35235628342246,0.06057820855614974,0.0,0.06893382352941177,Lisa
6.934276660839162,1.4149912587412588,1.74142263986014,0.8700284090909091,0.0027316433566433565,0.042340472027972025,Lisa
6.053675518134715,0.026311528497409326,1.0301975388601037,1.2002104922279793,0.07185071243523315,0.0060718911917098444,Lisa
1.1227054195804196,0.0,0.7334462412587412,0.3168706293706294,0.0013658216783216783,2.5882320804195804,Lisa
20.970458984375,0.0,20.75927734375,1.141357421875,0.01708984375,0.0,Lisa
7.032261981865284,0.0,1.0403173575129534,0.34306185233160624,0.0,0.00505990932642487,Lisa
0.13020833333333331,0.050576790633608815,0.13020833333333331,0.10545798898071626,0.0,1.5861742424242424,Lisa
2.464414267015707,0.0,0.0030677356020942406,0.11861910994764398,0.10430301047120419,0.0,Lisa
7.594774590163935,0.3361936475409836,7.594774590163935,0.8239412568306012,0.021345628415300546,0.05549863387978142,Lisa
5.091502568493151,1.3364190924657535,0.1525042808219178,0.08294092465753425,4.280821917808219,0.03611943493150685,Lisa
1.0272491349480968,0.2378892733564014,0.0,0.1824718858131488,0.0,0.0,Lisa
3.968425605536332,0.0,3.968425605536332,4.180633650519031,0.0,7.010975346020762,Lisa
0.07512019230769232,0.0,0.07512019230769232,1.226507867132867,0.16116695804195805,0.08877840909090909,Lisa
0.6677437827225131,0.0,0.6677437827225131,0.11350621727748691,0.030677356020942407,1.332419829842932,Lisa
2.4612106643356646,0.0,2.1730222902097904,0.07238854895104894,0.0,1.7796656468531469,Lisa
16.453557525951556,1.5341154844290656,13.40424956747405,4.304984861591696,0.4460423875432526,0.012164792387543252,Lisa
9.944576243455497,0.0,3.750818062827225,0.7147823952879581,0.08385143979057592,0.0,Lisa
5.405350130890053,0.0,4.266197643979058,0.41721204188481675,0.04908376963350785,2.926619764397906,Lisa
0.022255648330058938,0.0,0.022255648330058938,0.04988334970530452,0.004604616895874263,0.026092829076620826,Lisa
5.153817041522491,0.8420739619377162,5.106509515570934,1.0394139273356402,0.2135596885813149,0.09866998269896193,Lisa
0.0,0.0,0.0,0.03277972027972028,0.047803758741258744,0.0,Lisa
1.0299524221453287,3.7494593425605536,1.0299524221453287,0.6298659169550174,0.2324826989619377,0.17841695501730104,Lisa
0.6023273601398601,0.0,0.10380244755244755,0.8126638986013986,0.09287587412587413,0.013658216783216784,Lisa
6.836569579288026,3.615493527508091,2.387995550161812,0.01011326860841424,0.21111448220064727,0.006320792880258899,Lisa
0.0040549307958477505,0.0,0.0040549307958477505,1.0353589965397925,0.5568771626297578,0.5825583910034602,Lisa
6.323625654450262,0.16668030104712042,5.458524214659686,0.4826570680628272,0.224967277486911,3.109661321989529,Lisa
0.20350743006993005,0.0,0.1693618881118881,6.1871722027972025,0.424770541958042,0.021853146853146852,Lisa
4.751027249134948,0.0,0.17976859861591696,0.002703287197231834,0.5744485294117647,0.0,Lisa
2.289117132867133,0.0,1.9244427447552448,2.722082604895105,0.11609484265734266,0.07921765734265734,Lisa
3.2807036713286712,0.0,2.92149256993007,2.6169143356643354,0.157069493006993,0.07785183566433566,Lisa
3.134560751748252,0.0,2.8122268356643354,4.3842875874125875,0.21579982517482516,0.08058347902097902,Lisa
3.857590830449827,0.0,3.2033953287197234,0.5501189446366782,0.20544982698961936,0.0,Lisa
4.0346561418685125,0.0,3.7656790657439445,0.700151384083045,0.4095480103806229,0.0,Lisa
